desc|nama|toko|updtime
10.51.40.98|BULU LAWANG MALANG|TDA1|2024-09-05T06:51:06
10.51.40.98|BULU LAWANG MALANG|TDA1|2024-09-05T06:51:06
10.51.40.98|BULU LAWANG MALANG|TDA1|2024-09-05T06:51:06
10.51.23.98|TALOK MALANG|T31B|2024-09-05T01:05:19
10.51.23.98|TALOK MALANG|T31B|2024-09-05T01:05:19
10.51.23.98|TALOK MALANG|T31B|2024-09-05T01:05:19
10.51.23.98|TALOK MALANG|T31B|2024-09-05T01:05:19
10.51.16.66|TUMENGGUNG SURYO_MALANG|TC7L|2024-09-05 00:43:41
10.51.16.66|TUMENGGUNG SURYO_MALANG|TC7L|2024-09-05 00:43:41
10.51.16.66|TUMENGGUNG SURYO_MALANG|TC7L|2024-09-05 00:43:41
10.51.16.66|TUMENGGUNG SURYO_MALANG|TC7L|2024-09-05 00:43:41
10.51.21.193|SOEKARNO HATTA MALANG|THF4|2024-09-05T01:01:24
10.51.21.194|SOEKARNO HATTA MALANG|THF4|2024-09-05T01:01:24
10.51.21.195|SOEKARNO HATTA MALANG|THF4|2024-09-05T01:01:24
10.51.21.193|SOEKARNO HATTA MALANG|THF4|2024-09-05T01:01:24
10.51.21.194|SOEKARNO HATTA MALANG|THF4|2024-09-05T01:01:24
10.51.21.193|SOEKARNO HATTA MALANG|THF4|2024-09-05T01:01:24
10.51.19.194|FRESH CENGGER AYAM NO 36|TIXS|2024-09-05T01:22:37
10.51.19.195|FRESH CENGGER AYAM NO 36|TIXS|2024-09-05T01:22:37
10.51.19.195|FRESH CENGGER AYAM NO 36|TIXS|2024-09-05T01:22:37
127.0.0.1|FRESH CENGGER AYAM NO 36|TIXS|2024-09-05T01:22:37
10.51.19.194|FRESH CENGGER AYAM NO 36|TIXS|2024-09-05T01:22:37
10.51.19.195|FRESH CENGGER AYAM NO 36|TIXS|2024-09-05T01:22:37
10.51.19.194|FRESH CENGGER AYAM NO 36|TIXS|2024-09-05T01:22:37
10.51.19.194|FRESH CENGGER AYAM NO 36|TIXS|2024-09-05T01:22:37
10.51.24.194|SUMBER WARAS MALANG|FQUW|2024-09-05T06:14:55
10.51.24.194|SUMBER WARAS MALANG|FQUW|2024-09-05T06:14:55
10.51.24.194|SUMBER WARAS MALANG|FQUW|2024-09-05T06:14:55
10.51.24.194|SUMBER WARAS MALANG|FQUW|2024-09-05T06:14:55
127.0.0.1|RAYA TANGGUNG|FQA9|2024-09-05T06:38:19
127.0.0.1|RAYA TANGGUNG|FQA9|2024-09-05T06:38:19
127.0.0.1|RAYA TANGGUNG|FQA9|2024-09-05T06:38:19
127.0.0.1|RAYA TANGGUNG|FQA9|2024-09-05T06:38:19
127.0.0.1|RAYA TANGGUNG|FQA9|2024-09-05T06:38:19
127.0.0.1|RAYA TANGGUNG|FQA9|2024-09-05T06:38:19
127.0.0.1|RAYA TANGGUNG|FQA9|2024-09-05T06:38:19
10.51.87.2|RAYA TALANGSUKO MALANG|T3NF|2024-09-05T07:11:02
10.51.87.2|RAYA TALANGSUKO MALANG|T3NF|2024-09-05T07:11:02
10.51.87.2|RAYA TALANGSUKO MALANG|T3NF|2024-09-05T07:11:02
10.51.87.2|RAYA TALANGSUKO MALANG|T3NF|2024-09-05T07:11:02
127.0.0.1|SENGKALING 253|THW2|2024-09-05T07:11:39
127.0.0.1|SENGKALING 253|THW2|2024-09-05T07:11:39
127.0.0.1|SENGKALING 253|THW2|2024-09-05T07:11:39
127.0.0.1|SENGKALING 253|THW2|2024-09-05T07:11:39
127.0.0.1|SENGKALING 253|THW2|2024-09-05T07:11:39
127.0.0.1|SENGKALING 253|THW2|2024-09-05T07:11:39
127.0.0.1|SENGKALING 253|THW2|2024-09-05T07:11:39
10.51.38.129|SIGURA-GURA MALANG|T609|2024-09-05T06:42:25
10.51.38.129|SIGURA-GURA MALANG|T609|2024-09-05T06:42:25
10.51.38.129|SIGURA-GURA MALANG|T609|2024-09-05T06:42:25
10.51.38.129|SIGURA-GURA MALANG|T609|2024-09-05T06:42:25
10.51.38.129|SIGURA-GURA MALANG|T609|2024-09-05T06:42:25
10.51.30.34|SUDIMORO DALAM|F6RD|2024-09-05T06:57:23
10.51.30.34|SUDIMORO DALAM|F6RD|2024-09-05T06:57:23
10.51.30.34|SUDIMORO DALAM|F6RD|2024-09-05T06:57:23
10.51.30.34|SUDIMORO DALAM|F6RD|2024-09-05T06:57:23
10.51.30.34|SUDIMORO DALAM|F6RD|2024-09-05T06:57:23
10.51.14.225|ROGONOTO|T01R|2024-09-05T07:01:38
10.51.14.225|ROGONOTO|T01R|2024-09-05T07:01:38
10.51.14.225|ROGONOTO|T01R|2024-09-05T07:01:38
10.51.14.225|ROGONOTO|T01R|2024-09-05T07:01:38
10.51.33.194|SPBU AMPELDENTO|FTKG|2024-09-05 07:01:02
10.51.33.194|SPBU AMPELDENTO|FTKG|2024-09-05 07:01:02
10.51.33.194|SPBU AMPELDENTO|FTKG|2024-09-05 07:01:02
10.51.33.194|SPBU AMPELDENTO|FTKG|2024-09-05 07:01:02
10.51.105.34|WONOREJO 2_PASURUAN|FQ03|2024-09-05T07:09:08
10.51.105.34|WONOREJO 2_PASURUAN|FQ03|2024-09-05T07:09:08
10.51.105.34|WONOREJO 2_PASURUAN|FQ03|2024-09-05T07:09:08
10.51.105.34|WONOREJO 2_PASURUAN|FQ03|2024-09-05T07:09:08
10.51.35.129|MULYOREJO_MALANG|TR71|2024-09-05T00:46:46
10.51.35.129|MULYOREJO_MALANG|TR71|2024-09-05T00:46:46
10.51.35.129|MULYOREJO_MALANG|TR71|2024-09-05T00:46:46
10.51.35.129|MULYOREJO_MALANG|TR71|2024-09-05T00:46:46
10.51.189.226|SOEKARNO HATTA PASURUAN|TN28|2024-09-05T00:55:07
10.51.189.227|SOEKARNO HATTA PASURUAN|TN28|2024-09-05T00:55:07
10.51.189.227|SOEKARNO HATTA PASURUAN|TN28|2024-09-05T00:55:07
10.51.189.227|SOEKARNO HATTA PASURUAN|TN28|2024-09-05T00:55:07
10.51.189.227|SOEKARNO HATTA PASURUAN|TN28|2024-09-05T00:55:07
10.51.189.227|SOEKARNO HATTA PASURUAN|TN28|2024-09-05T00:55:07
10.51.189.227|SOEKARNO HATTA PASURUAN|TN28|2024-09-05T00:55:07
10.51.8.130|SIDOMULYO BATU|TAQ3|2024-09-05T01:17:05
10.51.8.130|SIDOMULYO BATU|TAQ3|2024-09-05T01:17:05
10.51.8.130|SIDOMULYO BATU|TAQ3|2024-09-05T01:17:05
10.51.8.130|SIDOMULYO BATU|TAQ3|2024-09-05T01:17:05
10.51.190.130|MONDOROKO UTARA_MALANG|T2M2|2024-09-05T06:45:54
10.51.15.65|MONDOROKO UTARA_MALANG|T2M2|2024-09-05T06:45:54
10.51.190.130|MONDOROKO UTARA_MALANG|T2M2|2024-09-05T06:45:54
10.51.190.130|MONDOROKO UTARA_MALANG|T2M2|2024-09-05T06:45:54
10.51.190.130|MONDOROKO UTARA_MALANG|T2M2|2024-09-05T06:45:54
10.51.190.130|MONDOROKO UTARA_MALANG|T2M2|2024-09-05T06:45:54
10.51.190.130|MONDOROKO UTARA_MALANG|T2M2|2024-09-05T06:45:54
10.51.65.162|SIMPANG ADI SUCIPTO MALANG|FYNU|2024-09-05T06:36:45
10.51.65.162|SIMPANG ADI SUCIPTO MALANG|FYNU|2024-09-05T06:36:45
10.51.65.162|SIMPANG ADI SUCIPTO MALANG|FYNU|2024-09-05T06:36:45
10.51.65.162|SIMPANG ADI SUCIPTO MALANG|FYNU|2024-09-05T06:36:45
10.51.95.2|RAYA TAWANGSARI MALANG|F4T7|2024-09-05T06:52:47
10.51.95.2|RAYA TAWANGSARI MALANG|F4T7|2024-09-05T06:52:47
10.51.95.2|RAYA TAWANGSARI MALANG|F4T7|2024-09-05T06:52:47
10.51.95.2|RAYA TAWANGSARI MALANG|F4T7|2024-09-05T06:52:47
10.51.95.2|RAYA TAWANGSARI MALANG|F4T7|2024-09-05T06:52:47
10.51.81.34|SUMBERPASIR_MALANG|FKRD|2024-03-10T06:35:10
10.51.81.34|SUMBERPASIR_MALANG|FKRD|
10.51.81.34|SUMBERPASIR_MALANG|FKRD|2024-03-10T06:35:10
10.51.81.34|SUMBERPASIR_MALANG|FKRD|2024-03-10T06:35:10
10.51.83.98|SEMERU DAMPIT MALANG|TH0A|2024-09-05T00:40:58
10.51.83.98|SEMERU DAMPIT MALANG|TH0A|2024-09-05T00:40:58
10.51.57.195|SEMERU DAMPIT MALANG|TH0A|2024-09-05T00:40:58
10.51.57.195|SEMERU DAMPIT MALANG|TH0A|2024-09-05T00:40:58
10.51.57.195|SEMERU DAMPIT MALANG|TH0A|2024-09-05T00:40:58
10.51.57.195|SEMERU DAMPIT MALANG|TH0A|2024-09-05T00:40:58
10.51.71.162|KERTANEGARA 12A-12B MALANG|TD6X|2024-09-05T06:57:55
10.51.71.162|KERTANEGARA 12A-12B MALANG|TD6X|2024-09-05T06:57:55
10.51.71.162|KERTANEGARA 12A-12B MALANG|TD6X|2024-09-05T06:57:55
10.51.71.162|KERTANEGARA 12A-12B MALANG|TD6X|2024-09-05T06:57:55
10.51.71.162|KERTANEGARA 12A-12B MALANG|TD6X|2024-09-05T06:57:55
10.51.49.66|M. PANJAITAN MALANG|T16P|
10.51.49.66|M. PANJAITAN MALANG|T16P|
10.51.49.66|M. PANJAITAN MALANG|T16P|2019-10-04T19:51:32
10.51.49.66|M. PANJAITAN MALANG|T16P|
10.51.49.66|M. PANJAITAN MALANG|T16P|
10.51.22.1|KAWI ATAS_MALANG|TK81|2024-09-05T00:50:58
10.51.22.1|KAWI ATAS_MALANG|TK81|2024-09-05T00:50:58
10.51.22.1|KAWI ATAS_MALANG|TK81|2024-09-05T00:50:58
10.51.22.1|KAWI ATAS_MALANG|TK81|2024-09-05T00:50:58
10.51.22.1|KAWI ATAS_MALANG|TK81|2024-09-05T00:50:58
10.51.36.226|PUTAT KIDUL MALANG|FKJS|2024-09-03T08:01:41
10.51.36.226|PUTAT KIDUL MALANG|FKJS|2024-09-03T08:01:41
10.51.43.132|PUTAT KIDUL MALANG|FKJS|2024-09-03T08:01:41
10.51.36.226|PUTAT KIDUL MALANG|FKJS|2024-09-03T08:01:41
10.51.36.226|PUTAT KIDUL MALANG|FKJS|2024-09-03T08:01:41
10.51.50.162|GEMPOL - PASURUAN|T6DZ|2024-09-05T06:57:17
10.51.50.163|GEMPOL - PASURUAN|T6DZ|2024-09-05T06:57:17
10.51.50.162|GEMPOL - PASURUAN|T6DZ|2024-09-05T06:57:17
10.51.50.163|GEMPOL - PASURUAN|T6DZ|2024-09-05T06:57:17
10.51.69.2|FRESH SOEKARNO HATTA UTARA|TMHR|2024-09-05T00:58:38
10.51.69.4|FRESH SOEKARNO HATTA UTARA|TMHR|2024-09-05T00:58:38
10.51.69.4|FRESH SOEKARNO HATTA UTARA|TMHR|2024-09-05T00:58:38
127.0.0.1|FRESH SOEKARNO HATTA UTARA|TMHR|2024-09-05T00:58:38
10.51.69.2|FRESH SOEKARNO HATTA UTARA|TMHR|2024-09-05T00:58:38
10.51.69.2|FRESH SOEKARNO HATTA UTARA|TMHR|2024-09-05T00:58:38
127.0.0.1|FRESH SOEKARNO HATTA UTARA|TMHR|2024-09-05T00:58:38
172.31.31.2|FRESH SOEKARNO HATTA UTARA|TMHR|2024-09-05T00:58:38
10.51.69.2|FRESH SOEKARNO HATTA UTARA|TMHR|2024-09-05T00:58:38
10.51.69.4|FRESH SOEKARNO HATTA UTARA|TMHR|2024-09-05T00:58:38
10.51.45.130|MENARA APEL MALANG|TS6P|2024-09-05T06:37:56
10.51.45.130|MENARA APEL MALANG|TS6P|2024-09-05T06:37:56
10.51.45.129|MENARA APEL MALANG|TS6P|2024-09-05T06:37:56
10.51.45.130|MENARA APEL MALANG|TS6P|2024-09-05T06:37:56
10.51.45.130|MENARA APEL MALANG|TS6P|2024-09-05T06:37:56
127.0.0.1|DANAU MANINJAU 14|T49O|2024-09-05 06:40:40
127.0.0.1|DANAU MANINJAU 14|T49O|2024-09-05 06:40:40
127.0.0.1|DANAU MANINJAU 14|T49O|2024-09-05 06:40:40
127.0.0.1|DANAU MANINJAU 14|T49O|2024-09-05 06:40:40
127.0.0.1|DANAU MANINJAU 14|T49O|2024-09-05 06:40:40
127.0.0.1|DANAU MANINJAU 14|T49O|2024-09-05 06:40:40
127.0.0.1|DANAU MANINJAU 14|T49O|2024-09-05 06:40:40
10.51.60.100|BONDOWOSO 21|FXAX|2024-09-05T06:36:16
10.51.60.101|BONDOWOSO 21|FXAX|2024-09-05T06:36:16
10.51.60.100|BONDOWOSO 21|FXAX|2024-09-05T06:36:16
10.51.31.66|BONDOWOSO 21|FXAX|2024-09-05T06:36:16
10.51.31.66|BONDOWOSO 21|FXAX|2024-09-05T06:36:16
10.51.31.66|BONDOWOSO 21|FXAX|2024-09-05T06:36:16
10.51.60.100|BONDOWOSO 21|FXAX|2024-09-05T06:36:16
10.51.94.98|RAYA WONOMULYO MALANG|FEY9|2024-09-05 06:56:16
10.51.94.98|RAYA WONOMULYO MALANG|FEY9|2024-09-05 06:56:16
10.51.94.98|RAYA WONOMULYO MALANG|FEY9|2024-09-05 06:56:16
10.51.94.98|RAYA WONOMULYO MALANG|FEY9|2024-09-05 06:56:16
10.51.108.34|MERGAN BARU MALANG|TRTG|2024-09-05T05:57:08
10.51.108.34|MERGAN BARU MALANG|TRTG|2024-09-05T05:57:08
10.51.108.34|MERGAN BARU MALANG|TRTG|2024-09-05T05:57:08
10.51.108.34|MERGAN BARU MALANG|TRTG|2024-09-05T05:57:08
10.51.108.34|MERGAN BARU MALANG|TRTG|2024-09-05T05:57:08
10.51.108.34|MERGAN BARU MALANG|TRTG|2024-09-05T05:57:08
10.51.108.34|MERGAN BARU MALANG|TRTG|2024-09-05T05:57:08
10.51.42.130|RAYA NGANTRU MALANG|TY4H|2024-09-05 07:35:49
10.51.42.130|RAYA NGANTRU MALANG|TY4H|2024-09-05 07:35:49
10.51.42.130|RAYA NGANTRU MALANG|TY4H|2024-09-05 07:35:49
10.51.42.130|RAYA NGANTRU MALANG|TY4H|2024-09-05 07:35:49
10.51.47.33|JOYO AGUNG MALANG|TMMI|2024-09-05T00:49:06
10.51.47.33|JOYO AGUNG MALANG|TMMI|2024-09-05T00:49:06
10.51.47.33|JOYO AGUNG MALANG|TMMI|2024-09-05T00:49:06
10.51.47.33|JOYO AGUNG MALANG|TMMI|2024-09-05T00:49:06
10.51.47.33|JOYO AGUNG MALANG|TMMI|2024-09-05T00:49:06
10.51.47.33|JOYO AGUNG MALANG|TMMI|2024-09-05T00:49:06
10.51.47.33|JOYO AGUNG MALANG|TMMI|2024-09-05T00:49:06
10.51.90.163|LAWANG - MALANG|T5HK|2024-09-05T06:51:17
10.51.90.163|LAWANG - MALANG|T5HK|2024-09-05T06:51:17
10.51.90.162|LAWANG - MALANG|T5HK|2024-09-05T06:51:17
10.51.90.162|LAWANG - MALANG|T5HK|2024-09-05T06:51:17
10.51.73.66|KI AGENG GRIBIG SELATAN|TQEU|2024-09-05T01:04:36
10.51.73.66|KI AGENG GRIBIG SELATAN|TQEU|2024-09-05T01:04:36
10.51.62.227|KI AGENG GRIBIG SELATAN|TQEU|2024-09-05T01:04:36
10.51.73.66|KI AGENG GRIBIG SELATAN|TQEU|2024-09-05T01:04:36
10.51.73.66|KI AGENG GRIBIG SELATAN|TQEU|2024-09-05T01:04:36
10.51.62.226|KI AGENG GRIBIG SELATAN|TQEU|2024-09-05T01:04:36
10.51.191.162|BEJI-BATU|TJM2|2024-09-05T07:07:28
10.51.191.162|BEJI-BATU|TJM2|2024-09-05T07:07:28
10.51.191.162|BEJI-BATU|TJM2|2024-09-05T07:07:28
10.51.191.162|BEJI-BATU|TJM2|2024-09-05T07:07:28
10.51.191.162|BEJI-BATU|TJM2|2024-09-05T07:07:28
10.51.191.162|BEJI-BATU|TJM2|2024-09-05T07:07:28
10.51.26.130|A.YANI MALANG|FQ79|2024-09-05T06:43:20
10.51.26.130|A.YANI MALANG|FQ79|2024-09-05T06:43:20
10.51.26.130|A.YANI MALANG|FQ79|2024-09-05T06:43:20
10.51.26.130|A.YANI MALANG|FQ79|2024-09-05T06:43:20
10.51.26.130|A.YANI MALANG|FQ79|2024-09-05T06:43:20
10.51.21.98|HASANUDIN BARU BATU|TFN3|2024-09-05T06:54:47
10.51.21.98|HASANUDIN BARU BATU|TFN3|2024-09-05T06:54:47
10.51.21.98|HASANUDIN BARU BATU|TFN3|2024-09-05T06:54:47
10.51.21.98|HASANUDIN BARU BATU|TFN3|2024-09-05T06:54:47
10.51.33.34|TIRTOMOYO|F2LZ|2024-09-05T07:09:18
10.51.33.34|TIRTOMOYO|F2LZ|2024-09-05T07:09:18
10.51.33.34|TIRTOMOYO|F2LZ|2024-09-05T07:09:18
10.51.33.34|TIRTOMOYO|F2LZ|2024-09-05T07:09:18
10.51.83.66|DANAU SENTANI 34_MALANG|TTGJ|2024-09-05T01:00:25
10.51.83.66|DANAU SENTANI 34_MALANG|TTGJ|2024-09-05T01:00:25
10.51.83.66|DANAU SENTANI 34_MALANG|TTGJ|2024-09-05T01:00:25
10.51.83.66|DANAU SENTANI 34_MALANG|TTGJ|2024-09-05T01:00:25
10.51.83.66|DANAU SENTANI 34_MALANG|TTGJ|2024-09-05T01:00:25
10.51.70.130|PUJON 427 MALANG|TGBZ|2024-09-05T06:37:00
10.51.70.130|PUJON 427 MALANG|TGBZ|2024-09-05T06:37:00
10.51.70.130|PUJON 427 MALANG|TGBZ|2024-09-05T06:37:00
10.51.70.131|PUJON 427 MALANG|TGBZ|2024-09-05T06:37:00
10.51.70.131|PUJON 427 MALANG|TGBZ|2024-09-05T06:37:00
10.51.70.131|PUJON 427 MALANG|TGBZ|2024-09-05T06:37:00
10.51.36.2|BASUKI RAHMAT MALANG|F6JP|2024-09-05T00:55:02
10.51.36.2|BASUKI RAHMAT MALANG|F6JP|2024-09-05T00:55:02
10.51.43.132|BASUKI RAHMAT MALANG|F6JP|2024-09-05T00:55:02
10.51.36.2|BASUKI RAHMAT MALANG|F6JP|2024-09-05T00:55:02
10.51.36.2|BASUKI RAHMAT MALANG|F6JP|2024-09-05T00:55:02
10.51.55.66|WR SUPRATMAN PASURUAN|TN1Q|2024-09-05T06:47:58
10.51.55.66|WR SUPRATMAN PASURUAN|TN1Q|2024-09-05T06:47:58
10.51.55.66|WR SUPRATMAN PASURUAN|TN1Q|2024-09-05T06:47:58
10.51.55.67|WR SUPRATMAN PASURUAN|TN1Q|2024-09-05T06:47:58
10.51.55.67|WR SUPRATMAN PASURUAN|TN1Q|2024-09-05T06:47:58
10.51.64.66|PAKISJAJAR MALANG|THNE|2024-09-05 06:46:39
10.51.64.66|PAKISJAJAR MALANG|THNE|2024-09-05 06:46:39
10.51.64.66|PAKISJAJAR MALANG|THNE|2024-09-05 06:46:39
10.51.64.67|PAKISJAJAR MALANG|THNE|2024-09-05 06:46:39
10.51.64.67|PAKISJAJAR MALANG|THNE|2024-09-05 06:46:39
10.51.60.226|CITRA GARDEN CI TY MALANG|TJPD|2024-09-05T06:43:24
10.51.60.226|CITRA GARDEN CI TY MALANG|TJPD|2024-09-05T06:43:24
10.51.60.226|CITRA GARDEN CI TY MALANG|TJPD|2024-09-05T06:43:24
10.51.60.226|CITRA GARDEN CI TY MALANG|TJPD|2024-09-05T06:43:24
10.51.60.226|CITRA GARDEN CI TY MALANG|TJPD|2024-09-05T06:43:24
10.51.60.226|CITRA GARDEN CI TY MALANG|TJPD|2024-09-05T06:43:24
10.51.87.66|BASUKI RAHMAD MALANG|TDAT|2024-09-03 06:54:24
10.51.87.66|BASUKI RAHMAD MALANG|TDAT|2024-09-03 06:54:24
10.51.87.66|BASUKI RAHMAD MALANG|TDAT|2024-09-03 06:54:24
10.51.87.66|BASUKI RAHMAD MALANG|TDAT|2024-09-03 06:54:24
127.0.0.1|RAYA WONOREJO 84|T5FG|2024-09-05T06:45:42
127.0.0.1|RAYA WONOREJO 84|T5FG|2024-09-05T06:45:42
127.0.0.1|RAYA WONOREJO 84|T5FG|2024-09-05T06:45:42
127.0.0.1|RAYA WONOREJO 84|T5FG|2024-09-05T06:45:42
127.0.0.1|RAYA WONOREJO 84|T5FG|2024-09-05T06:45:42
127.0.0.1|RAYA WONOREJO 84|T5FG|2024-09-05T06:45:42
127.0.0.1|RAYA WONOREJO 84|T5FG|2024-09-05T06:45:42
10.51.39.194|RAYA NGIJO MALANG|F5ZQ|2024-09-05T06:46:47
10.51.39.194|RAYA NGIJO MALANG|F5ZQ|2024-09-05T06:46:47
10.51.39.194|RAYA NGIJO MALANG|F5ZQ|2024-09-05T06:46:47
10.51.39.194|RAYA NGIJO MALANG|F5ZQ|2024-09-05T06:46:47
10.51.40.129|JOYO TAMBAKSARI_MALANG|FIFA|2024-09-05T06:53:11
10.51.40.129|JOYO TAMBAKSARI_MALANG|FIFA|2024-09-05T06:53:11
10.51.40.129|JOYO TAMBAKSARI_MALANG|FIFA|2024-09-05T06:53:11
10.51.40.129|JOYO TAMBAKSARI_MALANG|FIFA|2024-09-05T06:53:11
10.51.27.129|SOEKARNO HATTA RAYA MALANG|T3XW|2024-09-05T07:12:55
10.51.27.129|SOEKARNO HATTA RAYA MALANG|T3XW|2024-09-05T07:12:55
10.51.27.129|SOEKARNO HATTA RAYA MALANG|T3XW|2024-09-05T07:12:55
10.51.27.129|SOEKARNO HATTA RAYA MALANG|T3XW|2024-09-05T07:12:55
10.51.19.1|CANDI PANGGUNG-MALANG|FC95|2024-09-05T06:11:43
10.51.19.1|CANDI PANGGUNG-MALANG|FC95|2024-09-05T06:11:43
10.51.19.1|CANDI PANGGUNG-MALANG|FC95|2024-09-05T06:11:43
10.51.19.1|CANDI PANGGUNG-MALANG|FC95|2024-09-05T06:11:43
10.51.50.226|VETERAN_PASURUAN|T77B|2024-09-05T00:51:57
10.51.50.226|VETERAN_PASURUAN|T77B|2024-09-05T00:51:57
172.31.31.2|VETERAN_PASURUAN|T77B|2024-09-05T00:51:57
10.51.50.226|VETERAN_PASURUAN|T77B|2024-09-05T00:51:57
10.51.50.229|VETERAN_PASURUAN|T77B|2024-09-05T00:51:57
10.51.50.229|VETERAN_PASURUAN|T77B|2024-09-05T00:51:57
10.51.104.162|KRAPYAK PASURUAN|FNAB|2024-09-05 07:06:13
10.51.104.162|KRAPYAK PASURUAN|FNAB|2024-09-05 07:06:13
10.51.104.162|KRAPYAK PASURUAN|FNAB|2024-09-05 07:06:13
10.51.104.162|KRAPYAK PASURUAN|FNAB|2024-09-05 07:06:13
10.51.14.98|JATIKERTO_MALANG|FVYJ|2024-09-05T06:56:02
10.51.14.98|JATIKERTO_MALANG|FVYJ|2024-09-05T06:56:02
10.51.14.98|JATIKERTO_MALANG|FVYJ|2024-09-05T06:56:02
10.51.14.98|JATIKERTO_MALANG|FVYJ|2024-09-05T06:56:02
10.51.190.162|KEBEN_MALANG|TLO3|2024-09-05T06:11:34
10.51.190.162|KEBEN_MALANG|TLO3|2024-09-05T06:11:34
10.51.190.162|KEBEN_MALANG|TLO3|2024-09-05T06:11:34
10.51.190.162|KEBEN_MALANG|TLO3|2024-09-05T06:11:34
10.51.190.162|KEBEN_MALANG|TLO3|2024-09-05T06:11:34
10.51.190.162|KEBEN_MALANG|TLO3|2024-09-05T06:11:34
10.51.7.34|KUNCORO MALANG|TJSG|2024-09-05T06:44:32
10.51.7.34|KUNCORO MALANG|TJSG|2024-09-05T06:44:32
10.51.7.33|KUNCORO MALANG|TJSG|2024-09-05T06:44:32
10.51.7.34|KUNCORO MALANG|TJSG|2024-09-05T06:44:32
10.51.7.34|KUNCORO MALANG|TJSG|2024-09-05T06:44:32
10.51.49.35|FRESH RADEN INTAN MALANG|T4DM|2024-09-05T00:43:33
10.51.49.34|FRESH RADEN INTAN MALANG|T4DM|2024-09-05T00:43:33
10.51.49.35|FRESH RADEN INTAN MALANG|T4DM|2024-09-05T00:43:33
10.51.49.34|FRESH RADEN INTAN MALANG|T4DM|2024-09-05T00:43:33
10.51.49.35|FRESH RADEN INTAN MALANG|T4DM|2024-09-05T00:43:33
10.51.49.35|FRESH RADEN INTAN MALANG|T4DM|2024-09-05T00:43:33
127.0.0.1|FRESH RADEN INTAN MALANG|T4DM|2024-09-05T00:43:33
127.0.0.1|FRESH RADEN INTAN MALANG|T4DM|2024-09-05T00:43:33
10.51.49.35|FRESH RADEN INTAN MALANG|T4DM|2024-09-05T00:43:33
255.255.255.255|FRESH RADEN INTAN MALANG|T4DM|2024-09-05T00:43:33
10.51.20.161|MUTIARA JINGGA MALANG|T9GD|2024-09-05T06:24:28
10.51.20.161|MUTIARA JINGGA MALANG|T9GD|2024-09-05T06:24:28
10.51.20.161|MUTIARA JINGGA MALANG|T9GD|2024-09-05T06:24:28
10.51.20.161|MUTIARA JINGGA MALANG|T9GD|2024-09-05T06:24:28
10.51.20.161|MUTIARA JINGGA MALANG|T9GD|2024-09-05T06:24:28
127.0.0.1|TUNGGUL AMETUNG NO.145|TC3U|2024-09-05T06:36:21
127.0.0.1|TUNGGUL AMETUNG NO.145|TC3U|2024-09-05T06:36:21
127.0.0.1|TUNGGUL AMETUNG NO.145|TC3U|2024-09-05T06:36:21
127.0.0.1|TUNGGUL AMETUNG NO.145|TC3U|2024-09-05T06:36:21
127.0.0.1|TUNGGUL AMETUNG NO.145|TC3U|2024-09-05T06:36:21
127.0.0.1|TUNGGUL AMETUNG NO.145|TC3U|2024-09-05T06:36:21
127.0.0.1|TUNGGUL AMETUNG NO.145|TC3U|2024-09-05T06:36:21
10.51.60.100|REMBANG|FE36|2024-09-05T06:09:21
10.51.60.101|REMBANG|FE36|2024-09-05T06:09:21
10.51.9.98|REMBANG|FE36|2024-09-05T06:09:21
10.51.60.100|REMBANG|FE36|2024-09-05T06:09:21
10.51.9.98|REMBANG|FE36|2024-09-05T06:09:21
10.51.9.98|REMBANG|FE36|2024-09-05T06:09:21
10.51.60.100|REMBANG|FE36|2024-09-05T06:09:21
10.51.31.34|DIRGANTARA MALANG|FSDW|2024-09-05 07:04:49
10.51.31.34|DIRGANTARA MALANG|FSDW|2024-09-05 07:04:49
10.51.31.34|DIRGANTARA MALANG|FSDW|2024-09-05 07:04:49
10.51.31.34|DIRGANTARA MALANG|FSDW|2024-09-05 07:04:49
10.51.67.162|GONDANGLEGI KULON MALANG|FR9Q|2024-09-05T07:21:24
10.51.67.162|GONDANGLEGI KULON MALANG|FR9Q|2024-09-05T07:21:24
10.51.67.162|GONDANGLEGI KULON MALANG|FR9Q|2024-09-05T07:21:24
10.51.67.162|GONDANGLEGI KULON MALANG|FR9Q|2024-09-05T07:21:24
10.51.14.161|HAMID RUSDI- MALANG|FX66|2024-09-05T01:34:37
10.51.14.162|HAMID RUSDI- MALANG|FX66|2024-09-05T01:34:37
10.51.14.161|HAMID RUSDI- MALANG|FX66|2024-09-05T01:34:37
10.51.14.162|HAMID RUSDI- MALANG|FX66|2024-09-05T01:34:37
10.51.14.161|HAMID RUSDI- MALANG|FX66|2024-09-05T01:34:37
10.51.14.161|HAMID RUSDI- MALANG|FX66|2024-09-05T01:34:37
10.51.38.194|KARANG KATES MALANG|TB8W|2024-09-05T06:42:22
10.51.38.194|KARANG KATES MALANG|TB8W|2024-09-05T06:42:22
10.51.38.194|KARANG KATES MALANG|TB8W|2024-09-05T06:42:22
10.51.38.194|KARANG KATES MALANG|TB8W|2024-09-05T06:42:22
10.51.30.225|"KOLONEL SUGIONO "|F64U|2024-09-05T00:43:59
10.51.30.226|"KOLONEL SUGIONO "|F64U|2024-09-05T00:43:59
10.51.30.226|"KOLONEL SUGIONO "|F64U|2024-09-05T00:43:59
